,,,,,,,,,
Most Popular and liked - Technical Interview questions of all time ,,,,,,,,,
,,,,,,,,,
Num,LeetCode Problem,Topic,Video Explanation,Asked By Company + Number of Times,,,,,Level
,,,,,,,,,
1,Two Sum,Array,https://www.youtube.com/watch?v=BQ2IJ-fouJ4,Amazon - 108,Apple - 43,Google - 39,Facebook - 22,Bloomberg 13,Easy
2,Best Time to Buy and Sell Stock,Array,https://www.youtube.com/watch?v=CCQBvgPages,Amazon - 62,Microsoft - 19,Bloomberg - 15,Facebook - 12,Google - 12,Easy
3,Contains Duplicate,Array,https://www.youtube.com/watch?v=c_q_Pc2yg_0,Amazon -17,Apple - 15,Google - 8,Microsoft - 6,Facebook - 5,Easy
4,Contains Duplicate II,Array,https://www.youtube.com/watch?v=Te_MCY4uG-M,Amazon - 6,Facebook - 5,Google - 2,Microsoft - 2,Bloomberg - 3,Easy
5,Product of Array Except Self,Array,https://www.youtube.com/watch?v=UxmLwxH-lhM,Amazon - 34,Facebook - 13,Microsoft - 13,Apple - 8,Google - 2,Medium
6,Maximum Subarray,Array,https://www.youtube.com/watch?v=nr2djEYM7_A,Linked In - 39,Amazon - 32,Apple - 19,Microsoft - 16,Google - 15,Medium
7,Maximum Product Subarray,Array,https://www.youtube.com/watch?v=OuRQ_TCCjsU,Linked In - 26,Amazon - 21,Microsoft - 4,Google - 3,Infosys - 2,Medium
8,Find Minimum in Rotated Sorted Array,Array,https://www.youtube.com/watch?v=Dr69TSfv9JI,Amazon - 8,Microsoft - 7,Facebook - 5,Uber - 3,Apple - 2,Medium
9,Search in Rotated Sorted Array,Array,https://www.youtube.com/watch?v=sE_4DzVc71w,Amazon - 27,Facebook - 22,Microsoft - 22,Linked in - 21,Apple - 5,Medium
10,Two Sum - II,Array,https://www.youtube.com/watch?v=c9ywRRJcP1Y,Amazon - 10,Apple - 4,Google - 2,Facebook - 2,,Medium
11,3 Sum,Array,https://www.youtube.com/watch?v=WtloSzFYvho,Amazon - 40,Microsoft - 24,Facebook - 21,Apple - 16,Google - 8,Medium
12,Container With Most Water,Array,https://www.youtube.com/watch?v=wi8fqhNoV-Y,Amazon - 31,Microsoft - 8,Facebook - 8,Apple - 5,Google - 5,Medium
13,Verifying an Alien Dictionary,Array,https://www.youtube.com/watch?v=8NoyVvm1v88,Faccebook - 10,Uber - 4,Amazon - 2,Linked In - 3,Apple - 2,Easy
14,Next Permutation,Array,https://www.youtube.com/watch?v=oc3OOtGmH6U,Facebook - 33,Amazon - 19,Google - 12,Apple - 10,Microsoft - 8,Medium
15,Remove Duplicates from Sorted Array,Array,https://www.youtube.com/watch?v=0F49FLuzScU,Amazon - 3,Apple - 2,Microsoft - 6,Google - 4,Facebook - 4,Medium
16,Find First and Last Position of Element in Sorted Array,Array,https://www.youtube.com/watch?v=aPD6g96fRO4,Facebook - 23,Amazon - 21,Microsoft - 8,Bloomberg - 6,Google - 6,Medium
17,Trapping Rain Water,Array,https://www.youtube.com/watch?v=AFl_VxaO_F0,Amazon - 51,Goldman Sachs- 44,Bloomberg - 20,Facebook - 19,Microsoft - 12,Hard
18,Median of Two Sorted Arrays,Array,https://www.youtube.com/watch?v=LRM4qiHLYCE,Amazon - 39,Apple - 20,Microsoft - 18,Google - 15,Bloomberg - 9,Hard
19,Climbing Stairs,Dynamic Programming,https://www.youtube.com/watch?v=5mWBnYrdO70,Amazon - 16,Microsoft - 5,Uber - 3,Google - 2,Apple - 2,Easy
20,Coin Change,Dynamic Programming,https://www.youtube.com/watch?v=UOmlkfWMU6M,Amazon - 28,Microsoft - 13,Adobe - 6,Apple - 6,Google - 3,Medium
21,Longest Increasing Subsequence,Dynamic Programming,https://www.youtube.com/watch?v=cixz99yxgWA,Google - 12,Microsoft - 10,Amazon - 6,tiktok - 3,Facebook - 3,Medium
22,Longest Common Subsequence,Dynamic Programming,https://www.youtube.com/watch?v=lPnPdSIliII,DoorDash - 7,Amazon - 6,Google - 4,Bloomberg - 3,Microsoft - 2,Medium
23,Word Break Problem,Dynamic Programming,https://www.youtube.com/watch?v=XD9tXO9HW40,Amazon - 35,Facebook - 20,Apple - 6,Microsoft - 6,Google - 5,Medium
24,Combination Sum,Dynamic Programming,https://www.youtube.com/watch?v=dJBbuDK4ZRk,Amazon - 5,Google - 3,Microsoft - 2,Facebook - 3,Apple - 4,Medium
25,House Robber,Dynamic Programming,https://www.youtube.com/watch?v=jFmfYi_dvwQ,Amazon - 25,Apple - 11,Google - 5,Microsoft - 5,Bloomberg - 3,Medium
26,House Robber II,Dynamic Programming,https://www.youtube.com/watch?v=c_rwra1aITY,Google - 11,Tiktok - 2,Amazon - 6,Microsoft - 2,Facebook - 2,Medium
27,Decode Ways,Dynamic Programming,https://www.youtube.com/watch?v=ayGRvdnjFKg,Amazon - 9,Tiktok - 7,Google - 6,Microsoft - 6,Lyft - 5,Medium
28,Unique Paths,Dynamic Programming,https://www.youtube.com/watch?v=klWLMgdMWCY,Google - 17,Amazon - 10,Microsoft - 9,Facebook - 8,Apple - 6,Medium
29,Pascal's Triangle,Dynamic Programming,https://www.youtube.com/watch?v=f0EEHwaY3HY,Amazon - 13,Microsoft - 4,Google - 3,Apple - 2,Facebook - 2,Easy
30,Generate Parentheses,Dynamic Programming,https://www.youtube.com/watch?v=VzMyeCMLdPI,Amazon - 38,Facebook - 13,Microsoft - 09,Apple - 09,Bloomberg - 07,Medium
31,Jump Game,Dynamic Programming,https://www.youtube.com/watch?v=PVNLmjJaHW0,Amazon - 21,Facebook - 5,Apple - 4,Google - 3,DoorDash - 2,Medium
32,Jump Game II,Dynamic Programming,https://www.youtube.com/watch?v=d_1GRnMg_zs,Amazon - 12,DoorDash - 04,Bloomberg - 3,Google - 3,Microsoft - 3,Medium
33,Regular Expression Matching,Dynamic Programming,https://www.youtube.com/watch?v=VFQddcCP46c,Microsoft - 18,Amazon - 08,Facebook - 06,Google - 06,Bloomberg - 03,Hard
34,Race Car,Dynamic Programming,https://www.youtube.com/watch?v=TAXt_TkSNfw,Google - 92,Amazon - 12,Microsoft- 2,Apple - 2,,Hard
35,Clone Graph,Graph,https://www.youtube.com/watch?v=1aN0WWM0-Eo,Facebook - 28,Bloomberg - 8,Amazon - 7,Google - 5,Microsoft - 3,Medium
36,Course Schedule,Graph,https://www.youtube.com/watch?v=ge9WKEsVue0,Amazon - 34,Google - 9,Tiktok - 9,Microsoft - 8,Facebook - 7,Medium
37,Course Schedule II,Graph,https://www.youtube.com/watch?v=_RWV4hZdmdk,Amazon - 40,Google - 14,Microsoft - 13,Apple - 6,Tik Tok - 4,Medium
38,Pacific Atlantic Water Flow,Graph,https://www.youtube.com/watch?v=fTohawuMcvY,Amazon - 6,Google - 6,Microsoft - 4,Uber - 3,Facebook - 2,Medium
39,Number of Islands,Graph,https://www.youtube.com/watch?v=H-2Nh2RXX6g,Amazon - 115,Microsoft - 44,Bloomberg - 29,Facebook - 25,Google - 16,Medium
40,Longest Consecutive Sequence,Graph,https://www.youtube.com/watch?v=sJBf-JdWGhM,Amazon - 21,Google - 12,Microsoft - 9,Bloomberg - 6,Apple - 6,Medium
41,Alien Dictionary (Leetcode Premium),Graph,https://www.youtube.com/watch?v=1QbsN5JyPto,Airbnb - 18,Amazon - 12,Facebook - 9,Google - 6,Microsoft - 5,Hard
42,Graph Valid Tree (Leetcode Premium),Graph,https://www.youtube.com/watch?v=WU3-vo0MJW0,Linked In - 9,Google - 3,Microsoft - 3,Amazon - 2,Bloomberg - 2,Medium
43,Number of Provinces,Graph,https://www.youtube.com/watch?v=ff38kbREIX8,Amazon - 22,DoorDash - 8,Apple - 2,Google - 2,Bloomberg - 3,Medium
44,Find the Celebrity,Graph,https://www.youtube.com/watch?v=lqdgGNGPS68,Amazon - 5,Microsoft - 4,Linked in - 4,Facebook - 5,Apple - 3,Medium
45,Number of Connected Components in an Undirected Graph (Leetcode Premium),Graph,https://www.youtube.com/watch?v=NDInpfnTMos,Amazon - 7,Facebook - 3,Google - 2,Microsoft - 2,Pinetrest - 2,Medium
46,Roman to Integer,Hashing,https://www.youtube.com/watch?v=qmkr61ySQwQ,Amazon - 46,Adobe - 32,Apple - 27,Google - 25,Facebook - 11,Easy
47,Copy List with Random Pointer,Hashing,https://www.youtube.com/watch?v=vy7ZJ4TdyS8,Facebook - 31,Amazon - 30,Microsoft - 7,Bloomberg - 5,Apple - 2,Medium
48,Word Ladder,Hashing,https://www.youtube.com/watch?v=isLTjdCw52s,Amazon - 53,Microsoft - 9,Linked In - 7,Facebook - 6,Google - 2,Hard
49,First Missing Positive,Hashing,https://www.youtube.com/watch?v=N8DefKVUIKw,Amazon - 18,Microsoft - 10,Adobe - 5,Google - 3,Apple - 3,Hard
50,Insert Interval,Interval,https://www.youtube.com/watch?v=16YiKk6ga7Y,Google - 15,Linked In - 8,Facebook - 6,Amazon - 4,Microsoft - 2,Medium
51,Merge Intervals,Interval,https://www.youtube.com/watch?v=n3F2v9f8OfY,Facebook - 87,Amazon - 57,Google - 31,Apple - 22,Microsoft - 17,Medium
52,Non-overlapping Intervals,Interval,https://www.youtube.com/watch?v=y8nBFmPsAF8,Facebook - 6,Amazon - 5,Microsoft - 3,Apple - 5,Google - 5,Medium
53,Remove Interval,Interval,https://www.youtube.com/watch?v=YrB_zKEHgmQ,Google - 5,Amazon - 3,Microsoft - 1,,,Medium
54,Meeting Rooms (Leetcode Premium),Interval,https://www.youtube.com/watch?v=5nqLIwo0oC0,Google - 3,Amaozn - 2,Microsoft - 6,Facebook - 2,Bloomberg - 2,Easy
55,Meeting Rooms II (Leetcode Premium),Interval,https://www.youtube.com/watch?v=sQkgNfoPrDw,Amazon - 58,Google - 22,Facebook - 20,Bloomberg - 19,Microsoft - 18,Medium
56,Add Two Numbers,Linked List,https://www.youtube.com/watch?v=MYtp__JpTns,Amazon - 36,Apple - 17,Microsoft - 11,Facebook - 11,Google - 6,Medium
57,Reverse a Linked List,Linked List,https://www.youtube.com/watch?v=FHhItaCZ2pE,Amazon - 15,Apple - 8,Microsoft - 7,Google - 4,Facebook - 3,Easy
58,Detect Cycle in a Linked List,Linked List,https://www.youtube.com/watch?v=k-gTqlOBT1g,Amazon - 9,Spotify - 4,Apple - 2,Microsoft - 2,Google - 2,Easy
59,Merge Two Sorted Lists,Linked List,https://www.youtube.com/watch?v=Bwymxn-n6XA,Amazon - 21,Microsoft - 13,Facebook - 12,Apple - 4,Bloomberg - 4,Easy
60,Merge K Sorted Lists,Linked List,https://www.youtube.com/watch?v=SlKgDtpJnxg,Amazon - 54,Facebook - 42,Microsoft - 17,Apple - 10,Google - 8,Hard
61,Remove Nth Node From End Of List,Linked List,https://www.youtube.com/watch?v=hZtAW3cp8vQ,Facebook - 18,Amazon - 9,Google - 4,Microsoft - 4,Apple - 3,Medium
62,Reorder List,Linked List,https://www.youtube.com/watch?v=lBdS4AV1EGw,Amazon - 9,Microsoft - 8,Facebook - 3,Google - 3,Uber - 3,Medium
63,Middle of the Linked-List,Linked List,https://www.youtube.com/watch?v=s7cHxJBuhjg,Apple - 4,Amazon - 3,Facebook - 2,Google - 2,Microsoft - 3,Easy
64,Flatten Binary Tree to Linked List,Linked List,https://www.youtube.com/watch?v=3IrFrQ2JSfg,Amazon - 9,Microsoft - 5,Facebook - 3,Apple - 2,Google - 2,Medium
65,Reverse Nodes in k-Group,Linked List,https://www.youtube.com/watch?v=P9_K8M4nnf0,Microsoft - 15,Amazon - 13,Google - 03,Apple - 03,Facebook - 02,Hard
66,Set Matrix Zeroes,Matrix,https://www.youtube.com/watch?v=JwQvyZcwcP4,microsoft - 8,Amazon - 5,Bloomberg - 4,Facebook - 4,Apple - 2,Medium
67,Spiral Matrix,Matrix,https://www.youtube.com/watch?v=xUpnTpzMqfI,Microsoft - 20,Amazon - 10,Apple - 8,Facebook - 8,Google - 7,Medium
68,Rotate Image,Matrix,https://www.youtube.com/watch?v=dF1E3G9wBCw,Cisco - 18,Apple - 11,Facebook - 10,Microsoft - 9,Amazon - 9,Medium
69,Longest Increasing Path in a Matrix,Matrix,https://www.youtube.com/watch?v=gvwTGXP-reQ,Google - 26,Amazon - 6,DoorDash - 5,Facebook - 3,Tik tok - 03,Hard
70,Word Search,Matrix,https://www.youtube.com/watch?v=5VRCAx2DVas,Amazon - 38,microsoft - 19,Twitter - 17,Uber - 16,Facebook - 10,Medium
71,Valid Sudoku,Matrix,https://www.youtube.com/watch?v=q2fl7lUkc8o,Amazon - 24,Apple - 15,Uber - 7,Microsoft - 4,Google - 2,Medium
72,Game of Life,Matrix,https://www.youtube.com/watch?v=1FQNMDPZXRc,Amazon - 10,Bloomberg - 5,Google - 3,Microsoft - 2,DoorDash - 2,Medium
73,LRU Cache,Design,https://www.youtube.com/watch?v=VPq5dlxaeP8,Amazon - 102,Microsoft - 36,Facebook - 29,Apple - 29,Google - 11,Medium
74,Insert Delete GetRandom O(1),Design,https://www.youtube.com/watch?v=cRPoqZOlDkg,Bloomberg - 35,Linked In - 17,Facebook - 12,Microsoft - 11,Uber - 7,Medium
75,Logger Rate Limiter,Design,https://www.youtube.com/watch?v=gYNSX9yVuhQ,Google - 48,Microsoft - 5,Amazon - 3,Apple - 3,Netflix - 3,Easy
76,Design Tic-Tac-Toe,Design,https://www.youtube.com/watch?v=eaBYb0uSfBM,Amazon - 14,Facebook - 6,Microsoft - 5,Apple - 2,Google - 4,Medium
77,Moving Average from Data Stream,Design,https://www.youtube.com/watch?v=WTuA4qNZky4,Facebook - 23,Spotify - 21,Google - 4,Apple - 3,Amazon - 3,Easy
78,Merge Sorted Array,Sorting,https://www.youtube.com/watch?v=05mXJB5SLA8,Facebook - 44,Microsoft - 13,Amazon - 9,Apple - 6,LinkedIn - 4,Easy
79,Largest Number,Sorting,https://www.youtube.com/watch?v=q6tyGuVVbfE,Amazon - 6,Microsoft - 3,Apple - 3,Bloomberg - 2,Facebook - 3,Medium
80,Sort List,Sorting,https://www.youtube.com/watch?v=7halZ77R55o,Apple - 6,Microsoft - 5,Amazon - 2,Facebook - 7,Tik tok - 2,Medium
81,Sort Colors,Sorting,https://www.youtube.com/watch?v=HO-qzdL_x8U,Amazon - 10,Microsoft - 7,Apple - 7,Facebook - 3,Google - 2,Medium
82,Majority Element,Sorting,https://www.youtube.com/watch?v=UoTI6zBIBMo,Amazon - 9,Google - 4,Apple - 4,Microsoft - 2,Bloomberg - 2,Easy
83,Longest Substring Without Repeating Characters,String,https://www.youtube.com/watch?v=RMQ-gRQAY0o,Amazon - 58,microsoft - 30,Bloomberg - 22,Facebook - 20,Google - 19,Medium
84,Longest Repeating Character Replacement,String,https://www.youtube.com/watch?v=FYyWsqFjkZk,Google - 9,Uber - 7,Amazon - 5,Adobe - 2,Facebook - 4,Medium
85,Fizz Buzz,String,https://www.youtube.com/watch?v=E3eO7jTFElU,Google - 5,Amazon - 4,Facebook - 3,Apple - 2,Tik tok - 6,Easy
86,Longest Common Prefix,String,https://www.youtube.com/watch?v=PWoIZxcamsQ,Amazon - 20,Facebook - 15,Apple - 15,Google - 10,Microsoft - 7,Easy
87,Minimum Window Substring,String,https://www.youtube.com/watch?v=tMx5JZSBWIE,Facebook - 18,Amazon - 16,Linked In - 9,Lyft - 9,Microsoft - 8,Hard
88,Valid Anagram,String,https://www.youtube.com/watch?v=qyQni3rz-ko,Amazon - 13,Bloomberg - 10,Spotify - 9,Facebook - 6,Apple - 6,Easy
89,Group Anagrams,String,https://www.youtube.com/watch?v=dEMcIpBOHpg,Amazon - 56,Microsoft - 27,Facebook - 17,Apple - 14,Google - 7,Medium
90,Valid Parentheses,String,https://www.youtube.com/watch?v=D4l9TK0tWcI,Amazon - 52,Linked In - 33,Facebook - 23,Microsoft - 21,Bloomberg - 17,Easy
91,Valid Palindrome,String,https://www.youtube.com/watch?v=MFPmKyThyHk,Facebook - 74,Amazon - 10,microsoft - 9,Apple - 6,Bloomberg - 4,Easy
92,Longest Palindromic Substring,String,https://www.youtube.com/watch?v=92KOT17h8zw,Amazon - 40,microsoft - 19,Google - 15,Adobe - 10,Apple - 10,Medium
93,Letter Combinations of a Phone Number,String,https://www.youtube.com/watch?v=dmYiOfy8a-k,Amazon - 38,Microsoft - 27,Facebook - 10,Apple - 09,Google - 08,Medium
94,Palindromic Substrings,String,https://www.youtube.com/watch?v=WfkVe8egZbU,Facebook - 14,Amazon - 4,Google - 3,Apple - 3,Twitter - 2,Medium
95,Encode and Decode Strings (Leetcode Premium),String,https://www.youtube.com/watch?v=P5LQbpI4p_I,Facebook - 2,Linked In - 2,Square - 2,Uber - 2,Google - 7,Medium
96,Palindrome Linked List,String,https://www.youtube.com/watch?v=uGGAJxeXa4U,Amazon - 16,Facebook - 7,Microsoft - 7,Apple - 7,Google - 5,Easy
97,Text Justification,String,https://www.youtube.com/watch?v=Pf_1Ox9ud_w,Google - 23,Linked In - 17,Uber - 9,Facebook - 4,Microsoft - 3,Hard
98,Min Stack,Stack,https://www.youtube.com/watch?v=To2iap-ac3g,Amazon - 17,Microsoft - 11,Bloomberg - 5,Facebook - 3,Apple - 2,Medium
99,Largest Rectangle in Histogram,Stack,https://www.youtube.com/watch?v=IasMlShanvc,Amazon - 15,Microsoft - 4,Facebook  -  3,Bloomberg - 3,Apple - 2,Hard
100,Minimum Remove to Make Valid Parentheses,Stack,https://www.youtube.com/watch?v=h9skhJ_UZQo,Facebook - 142,Amazon - 7,Bloomberg - 5,Google - 3,Microsoft - 4,Medium
101,Longest Valid Parentheses,Stack,https://www.youtube.com/watch?v=GrSL3c8G6k8,Amazon - 11,Microsoft - 4,Google - 2,Facebook - 2,Apple - 2,Hard
102,Max Stack,Stack,https://www.youtube.com/watch?v=SyDmmNQFW_I,Linked In - 34,Bloomberg - 4,Lyft - 3,Amazon - 3,Microsoft - 7,Hard
103,Maximum Depth of Binary Tree,Tree,https://www.youtube.com/watch?v=yi7ym5R5aYI,Linked In - 8,Amazon - 5,Google - 5,Spotify - 4,Microsoft - 4,Easy
104,Same Tree,Tree,https://www.youtube.com/watch?v=yi7ym5R5aYI,Linked In - 8,Amazon - 4,Google - 2,Bloomberg - 2,Apple - 2,Easy
105,Symmetric Tree,Tree,https://www.youtube.com/watch?v=NeSeH2ECZUw,Amazon - 9,Linked In - 5,Google - 5,Facebook - 4,Apple - 3,Easy
106,Invert/Flip Binary Tree,Tree,https://www.youtube.com/watch?v=yb2Y9h2YWio,Amazon - 5,Facebook - 5,Google - 3,microsoft - 2,Apple - 2,Easy
107,Binary Tree Maximum Path Sum,Tree,https://www.youtube.com/watch?v=6wv9yMSenvQ,Amazon - 20,DoorDash - 18,Microsoft - 12,Facebook - 9,Google - 6,Hard
108,Binary Tree Level Order Traversal,Tree,https://www.youtube.com/watch?v=tBJ1a5ljFCQ,Amazon - 11,Linked in - 11,Microsoft - 9,Facebook - 5,Google - 2,Medium
109,Serialize and Deserialize Binary Tree,Tree,https://www.youtube.com/watch?v=vqbpTOU-LS4,Amazon - 26,Microsoft - 16,Linked in - 15,Uber - 6,Google - 4,Hard
110,Subtree of Another Tree,Tree,https://www.youtube.com/watch?v=YOW_-ptARNE,Amazon - 7,Microsoft - 2,Google - 2,Facebook - 9,Apple - 2,Easy
111,Find Leaves of Binary Tree,Tree,https://www.youtube.com/watch?v=VZCWLZ5PvKM,Google - 52,Linked In - 15,Amazon - 8,Microsoft - 4,Facebook - 2,Medium
112,Construct Binary Tree from Preorder and Inorder Traversal,Tree,https://www.youtube.com/watch?v=YYl2Tp-Wqcw,Microsoft - 6,Amazon - 3,Bloomberg - 2,Google - 2,Apple - 2,Medium
113,Validate Binary Search Tree,Tree,https://www.youtube.com/watch?v=QaCMLopSwWI,Amazon - 25,Microsoft - 12,Bloomberg - 12,Facebook - 5,Uber - 3,Medium
114,Kth Smallest Element in a BST,Tree,https://www.youtube.com/watch?v=tAUB05a6ys4,Uber - 17,Amazon - 8,Microsoft - 3,Facebook - 2,Apple - 2,Medium
115,Lowest Common Ancestor of BST,Tree,https://www.youtube.com/watch?v=1HUmPsyFb9U,Linked in - 12,Facebook - 5,Amazon - 3,Apple - 3,Google - 2,Medium
116,Binary Tree Zigzag Level Order Traversal,Tree,https://www.youtube.com/watch?v=Oy3g4SEKNw0,Facebook - 8,Bloomberg - 8,Amazon - 3,Microsoft - 2,Apple - 2,Medium
117,Implement Trie (Prefix Tree),Tree,https://www.youtube.com/watch?v=nLTqtBLhPbQ,Amazon - 13,Google - 8,Twitter - 7,Microsoft - 5,Snapchat - 5,Medium
118,Add and Search Word,Tree,https://www.youtube.com/watch?v=Z7Kr2b4d9fE,Amazon - 9,Google - 5,Microsoft - 4,Apple - 2,Facebook - 8,Medium
119,Word Search II,Tree,https://www.youtube.com/watch?v=8K2Sh9ingJA,Amazon - 28,Uber - 28,Cisco - 12,Microsoft - 9,Google - 6,Hard
120,High Five,Heap,https://www.youtube.com/watch?v=z4c5QzarJxI,Goldman Sachs - 17,Amazon - 5,,,,Easy
121,Top K Frequent Elements,Heap,https://www.youtube.com/watch?v=QubWUx59QCk,Facebook - 73,Amazon - 30,Microsoft - 8,Google - 7,Uber - 7,Medium
122,Kth Largest Element in an Array,Heap,https://www.youtube.com/watch?v=kmUL7CAOSwc,Facebook - 64,Amazon - 19,LinkedIn - 14,Microsoft - 9,Google - 6,Medium
123,Sliding Window Maximum,Heap,https://www.youtube.com/watch?v=GIYk1wit12k,Amazon - 34,Google - 13,Apple - 7,Facebook - 5,Microsoft - 4,Hard
124,Find Median from Data Stream,Heap,https://www.youtube.com/watch?v=IKpM6Q8wTIY,Amazon - 26,Microsoft - 14,Facebook - 6,Apple - 5,Google - 4,Hard
125,Employee Free Time,Heap,https://www.youtube.com/watch?v=99l7goR4y0U,Google - 10,Uber - 4,Apple - 3,Microsoft - 2,Amazon - 3,Hard
126,Sum of Two Integers,Binary-Bit Manipulation,https://www.youtube.com/watch?v=oQqe3N2aSd4,Adobe - 2,Facebook - 3,Amazon - 3,TCS - 3,Microsoft - 3,Medium
127,Number of 1 Bits,Binary-Bit Manipulation,https://www.youtube.com/watch?v=xx9vN3n0_SA,Box - 11,Amazon - 7,Facebook - 5,Qualcomm - 4,Cisco - 4,Easy
